a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,r17,s18,t19,u20,v21,w22,x23,y24,z25,aa26,bb27,cc28,dd29,ee30,ff31,gg32,hh33,ii34,jj35,kk36,ll37,mm38,mm39,nn40,oo41,pp42,qq43,rr44,ss45,tt46,uu47,vv48,ww49,xx50,yy51,zz52,aaa53,bbb54,ccc55,ddd56,eee57,fff58,ggg59,hhh60,iii61,jjj62,kkk63,lll64,mmm65,nnn66,
3576,8196,callingcard,LOOT_FEB_CC_36,cc_feb_wicked_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1002261,,,loot,0,,0,0,,,,2,,,em_bg_wicked_06,775,0,LootDrop3,
3599,8219,callingcard,LOOT_FEB_CC_43,cc_feb_wicked_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100264A,,,loot,0,,0,0,,,,3,,,em_bg_wicked_07,1300,0,LootDrop3,
4283,8903,callingcard,LOOT_FEB_CC_REWARD_03,cc_feb_wicked_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C67F,,,reward,0,,0,0,,,,0,,,em_bg_wicked_reward,3950,0,LootDrop3,
3662,8282,charactercamo,LOOT_FEB_CCAMO_01,ccamo_feb_boss_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039CE,,,loot,0,,0,0,,,,0,,,ccamo_boss,275,0,LootDrop3,
3676,8296,charactercamo,LOOT_FEB_CCAMO_06,ccamo_feb_challenger_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1003DB0,,,loot,0,,0,0,,,,1,,,ccamo_challenger,460,0,LootDrop3,
3677,8297,charactercamo,LOOT_FEB_CCAMO_07,ccamo_feb_killshot_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1003DB1,,,loot,0,,0,0,,,,1,,,ccamo_killshot,460,0,LootDrop3,
3678,8298,charactercamo,LOOT_APR_CCAMO_09,ccamo_apr_kingfish_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1003DB2,,,loot,0,,0,0,,,,1,,,ccamo_kingfish,460,0,LootDrop4,
3686,8306,charactercamo,LOOT_FEB_CCAMO_12,ccamo_feb_kingpin_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1004192,,,loot,0,,0,0,,,,2,,,ccamo_kingpin,775,0,LootDrop3,
3679,8299,charactercamo,LOOT_FEB_CCAMO_09,ccamo_feb_mac_10_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1003DB3,,,loot,0,,0,0,,,,1,,,ccamo_mac10,460,0,LootDrop3,
3680,8300,charactercamo,LOOT_FEB_CCAMO_10,ccamo_feb_masterblaster_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1003DB4,,,loot,0,,0,0,,,,1,,,ccamo_pigpen,460,0,LootDrop3,
3663,8283,charactercamo,LOOT_FEB_CCAMO_02,ccamo_feb_mechanic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039CF,,,loot,0,,0,0,,,,2,,,ccamo_mechanic,775,0,LootDrop3,
3687,8307,charactercamo,LOOT_FEB_CCAMO_13,ccamo_feb_pkm_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1004193,,,loot,0,,0,0,,,,2,,,ccamo_pkm,775,0,LootDrop3,
3664,8284,charactercamo,LOOT_FEB_CCAMO_03,ccamo_feb_samurai_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039D0,,,loot,0,,0,0,,,,3,,,ccamo_samurai,2150,0,LootDrop3,
3665,8285,charactercamo,LOOT_FEB_CCAMO_04,ccamo_feb_striker_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039D1,,,loot,0,,0,0,,,,0,,,ccamo_graves,550,1,LootDrop3,
3666,8286,charactercamo,LOOT_FEB_CCAMO_05,ccamo_feb_vss_vintorez_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10039D2,,,loot,0,,0,0,,,,0,,,ccamo_dmr25s,275,0,LootDrop3,
3681,8301,charactercamo,LOOT_FEB_CCAMO_11,ccamo_feb_wartorn_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1003DB5,,,loot,0,,0,0,,,,1,,,ccamo_wartorn,460,0,LootDrop3,
3809,8429,emblem,LOOT_FEB_EM_24,em_feb_boss_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D0D,,,loot,0,,0,0,,,,1,,,em_st_boss_01,275,0,LootDrop3,
3736,8356,emblem,LOOT_FEB_EM_01,em_feb_challenger_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005926,,,loot,0,,0,0,,,,0,,,em_st_challenger_01,165,0,LootDrop3,
3737,8357,emblem,LOOT_FEB_EM_02,em_feb_dominator_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005927,,,loot,0,,0,0,,,,0,,,em_st_progress_01,165,0,LootDrop3,
3738,8358,emblem,LOOT_FEB_EM_03,em_feb_dominator_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005928,,,loot,0,,0,0,,,,0,,,em_st_progress_02,165,0,LootDrop3,
3810,8430,emblem,LOOT_FEB_EM_25,em_feb_dominator_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D0E,,,loot,0,,0,0,,,,1,,,em_st_progress_03,275,0,LootDrop3,
3811,8431,emblem,LOOT_FEB_EM_26,em_feb_dominator_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D0F,,,loot,0,,0,0,,,,1,,,em_st_progress_04,275,0,LootDrop3,
3812,8432,emblem,LOOT_FEB_EM_27,em_feb_dominator_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D10,,,loot,0,,0,0,,,,1,,,em_st_progress_05,275,0,LootDrop3,
3851,8471,emblem,LOOT_FEB_EM_41,em_feb_dominator_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10060DF,,,loot,0,,0,0,,,,2,,,em_st_progress_06,775,0,LootDrop3,
3873,8493,emblem,LOOT_FEB_EM_46,em_feb_dominator_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10064C7,,,loot,0,,0,0,,,,3,,,em_st_progress_07,1300,0,LootDrop3,
4292,8912,emblem,LOOT_FEB_EM_REWARD_01,em_feb_dominator_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C688,,,reward,0,,0,0,,,,0,,,em_st_progress_reward,3950,0,LootDrop3,
3739,8359,emblem,LOOT_FEB_EM_04,em_feb_equalizer_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005929,,,loot,0,,0,0,,,,0,,,em_st_avalanche_01,165,0,LootDrop3,
3740,8360,emblem,LOOT_FEB_EM_05,em_feb_frag_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100592A,,,loot,0,,0,0,,,,0,,,em_st_frag_01,165,0,LootDrop3,
3741,8361,emblem,LOOT_FEB_EM_06,em_feb_gung_ho_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100592B,,,loot,0,,0,0,,,,0,,,em_st_gungho_01,165,0,LootDrop3,
3742,8362,emblem,LOOT_FEB_EM_07,em_feb_gung_ho_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100592C,,,loot,0,,0,0,,,,0,,,em_st_gungho_02,165,0,LootDrop3,
3813,8433,emblem,LOOT_FEB_EM_28,em_feb_gung_ho_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D11,,,loot,0,,0,0,,,,1,,,em_st_gungho_03,275,0,LootDrop3,
3814,8434,emblem,LOOT_FEB_EM_29,em_feb_gung_ho_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D12,,,loot,0,,0,0,,,,1,,,em_st_gungho_04,275,0,LootDrop3,
3815,8435,emblem,LOOT_FEB_EM_30,em_feb_gung_ho_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D13,,,loot,0,,0,0,,,,1,,,em_st_gungho_05,275,0,LootDrop3,
3852,8472,emblem,LOOT_FEB_EM_42,em_feb_gung_ho_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10060E0,,,loot,0,,0,0,,,,2,,,em_st_gungho_06,775,0,LootDrop3,
3874,8494,emblem,LOOT_FEB_EM_47,em_feb_gung_ho_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10064C8,,,loot,0,,0,0,,,,3,,,em_st_gungho_07,1300,0,LootDrop3,
4295,8915,emblem,LOOT_FEB_EM_REWARD_02,em_feb_gung_ho_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C68B,,,reward,0,,0,0,,,,0,,,em_st_gungho_reward,3950,0,LootDrop3,
3743,8363,emblem,LOOT_FEB_EM_08,em_feb_killshot_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100592D,,,loot,0,,0,0,,,,0,,,em_st_killshot_01,165,0,LootDrop3,
3744,8364,emblem,LOOT_APR_EM_10,em_apr_kingfish_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100592E,,,loot,0,,0,0,,,,1,,,em_st_kingfish_01,275,0,LootDrop4,
3745,8365,emblem,LOOT_FEB_EM_10,em_feb_kingpin_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100592F,,,loot,0,,0,0,,,,0,,,em_st_kingpin_01,165,0,LootDrop3,
3746,8366,emblem,LOOT_FEB_EM_11,em_feb_mac_10_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005930,,,loot,0,,0,0,,,,0,,,em_st_mac10_01,165,0,LootDrop3,
3747,8367,emblem,LOOT_FEB_EM_12,em_feb_marksman_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005931,,,loot,0,,0,0,,,,0,,,em_st_chalk_01,165,0,LootDrop3,
3748,8368,emblem,LOOT_FEB_EM_13,em_feb_masterblaster_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005932,,,loot,0,,0,0,,,,0,,,em_st_pigpen_01,165,0,LootDrop3,
3749,8369,emblem,LOOT_FEB_EM_14,em_feb_masterpiece_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005933,,,loot,0,,0,0,,,,0,,,em_st_mastercraft_01,165,0,LootDrop3,
3816,8436,emblem,LOOT_FEB_EM_31,em_feb_mechanic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D14,,,loot,0,,0,0,,,,1,,,em_st_mechanic_01,275,0,LootDrop3,
3750,8370,emblem,LOOT_FEB_EM_15,em_feb_n00btuber_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005934,,,loot,0,,0,0,,,,0,,,em_st_noobtuber_01,165,0,LootDrop3,
3751,8371,emblem,LOOT_FEB_EM_16,em_feb_pkm_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005935,,,loot,0,,0,0,,,,0,,,em_st_pkm_01,165,0,LootDrop3,
3752,8372,emblem,LOOT_FEB_EM_17,em_feb_reflex_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005936,,,loot,0,,0,0,,,,1,,,em_st_reflex_01,275,0,LootDrop3,
3817,8437,emblem,LOOT_FEB_EM_32,em_feb_samurai_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D15,,,loot,0,,0,0,,,,1,,,em_st_samurai_01,275,0,LootDrop3,
3753,8373,emblem,LOOT_FEB_EM_18,em_feb_squad_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005937,,,loot,0,,0,0,,,,0,,,em_st_squadleader_01,165,0,LootDrop3,
3754,8374,emblem,LOOT_FEB_EM_19,em_feb_squad_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005938,,,loot,0,,0,0,,,,0,,,em_st_squadleader_02,165,0,LootDrop3,
3818,8438,emblem,LOOT_FEB_EM_33,em_feb_squad_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D16,,,loot,0,,0,0,,,,1,,,em_st_squadleader_03,275,0,LootDrop3,
3819,8439,emblem,LOOT_FEB_EM_34,em_feb_squad_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D17,,,loot,0,,0,0,,,,1,,,em_st_squadleader_04,275,0,LootDrop3,
3820,8440,emblem,LOOT_FEB_EM_35,em_feb_squad_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D18,,,loot,0,,0,0,,,,1,,,em_st_squadleader_05,275,0,LootDrop3,
3853,8473,emblem,LOOT_FEB_EM_43,em_feb_squad_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10060E1,,,loot,0,,0,0,,,,2,,,em_st_squadleader_06,775,0,LootDrop3,
3875,8495,emblem,LOOT_FEB_EM_48,em_feb_squad_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10064C9,,,loot,0,,0,0,,,,3,,,em_st_squadleader_07,1300,0,LootDrop3,
4301,8921,emblem,LOOT_FEB_EM_REWARD_03,em_feb_squad_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C691,,,reward,0,,0,0,,,,0,,,em_st_squadleader_reward,3950,0,LootDrop3,
3755,8375,emblem,LOOT_FEB_EM_20,em_feb_sting_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005939,,,loot,0,,0,0,,,,0,,,em_st_venom_01,165,0,LootDrop3,
3854,8474,emblem,LOOT_FEB_EM_44,em_feb_striker_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10060E2,,,loot,0,,0,0,,,,1,,,em_st_graves_01,550,1,LootDrop3,
3756,8376,emblem,LOOT_FEB_EM_21,em_feb_sword_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100593A,,,loot,0,,0,0,,,,0,,,em_st_sword_01,165,0,LootDrop3,
3757,8377,emblem,LOOT_FEB_EM_22,em_feb_sword_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100593B,,,loot,0,,0,0,,,,0,,,em_st_sword_02,165,0,LootDrop3,
3821,8441,emblem,LOOT_FEB_EM_36,em_feb_sword_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D19,,,loot,0,,0,0,,,,1,,,em_st_sword_03,275,0,LootDrop3,
3822,8442,emblem,LOOT_FEB_EM_37,em_feb_sword_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D1A,,,loot,0,,0,0,,,,1,,,em_st_sword_04,275,0,LootDrop3,
3823,8443,emblem,LOOT_FEB_EM_38,em_feb_sword_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D1B,,,loot,0,,0,0,,,,1,,,em_st_sword_05,275,0,LootDrop3,
3855,8475,emblem,LOOT_FEB_EM_45,em_feb_sword_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10060E3,,,loot,0,,0,0,,,,2,,,em_st_sword_06,775,0,LootDrop3,
3876,8496,emblem,LOOT_FEB_EM_49,em_feb_sword_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10064CA,,,loot,0,,0,0,,,,3,,,em_st_sword_07,1300,0,LootDrop3,
4302,8922,emblem,LOOT_FEB_EM_REWARD_04,em_feb_sword_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C692,,,reward,0,,0,0,,,,0,,,em_st_sword_reward,3950,0,LootDrop3,
3824,8444,emblem,LOOT_FEB_EM_39,em_feb_titanium_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D1C,,,loot,0,,0,0,,,,1,,,em_st_titanium_01,275,0,LootDrop3,
3825,8445,emblem,LOOT_FEB_EM_40,em_feb_ultraviolet_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1005D1D,,,loot,0,,0,0,,,,1,,,em_st_ultraviolet_01,275,0,LootDrop3,
3877,8497,emblem,LOOT_FEB_EM_50,em_feb_vss_vintorez_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x10064CB,,,loot,0,,0,0,,,,1,,,em_st_dmr25s_01,275,0,LootDrop3,
3758,8378,emblem,LOOT_FEB_EM_23,em_feb_wartorn_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100593C,,,loot,0,,0,0,,,,0,,,em_st_wartorn_01,165,0,LootDrop3,
4355,8975,furniturekit,LOOT_FEB_FK_REWARD_12,fk_kin,,h1_weapon_kit_icon_feb_kingpin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C6C7,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop3,
4161,8781,reticle,LOOT_FEB_RET_01,ret_feb_challenger_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100B6DE,,,loot,0,,0,0,,,,0,,,ret_challenger_01,100,0,LootDrop3,
4162,8782,reticle,LOOT_FEB_RET_02,ret_feb_equalizer_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100B6DF,,,loot,0,,0,0,,,,0,,,ret_avalanche_01,100,0,LootDrop3,
4163,8783,reticle,LOOT_FEB_RET_03,ret_feb_frag_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100B6E0,,,loot,0,,0,0,,,,1,,,ret_frag_01,165,0,LootDrop3,
4164,8784,reticle,LOOT_FEB_RET_04,ret_feb_ironsmith_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100B6E1,,,loot,0,,0,0,,,,0,,,ret_ironsmith_01,100,0,LootDrop3,
4165,8785,reticle,LOOT_FEB_RET_05,ret_feb_ironsmith_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100B6E2,,,loot,0,,0,0,,,,0,,,ret_ironsmith_02,100,0,LootDrop3,
4209,8829,reticle,LOOT_FEB_RET_13,ret_feb_ironsmith_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100BAC5,,,loot,0,,0,0,,,,1,,,ret_ironsmith_03,165,0,LootDrop3,
4210,8830,reticle,LOOT_FEB_RET_14,ret_feb_ironsmith_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100BAC6,,,loot,0,,0,0,,,,1,,,ret_ironsmith_04,165,0,LootDrop3,
4211,8831,reticle,LOOT_FEB_RET_15,ret_feb_ironsmith_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100BAC7,,,loot,0,,0,0,,,,1,,,ret_ironsmith_05,165,0,LootDrop3,
4234,8854,reticle,LOOT_FEB_RET_22,ret_feb_ironsmith_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100BE9C,,,loot,0,,0,0,,,,2,,,ret_ironsmith_06,460,0,LootDrop3,
4248,8868,reticle,LOOT_FEB_RET_26,ret_feb_ironsmith_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C283,,,loot,0,,0,0,,,,3,,,ret_ironsmith_07,1300,0,LootDrop3,
4370,8990,reticle,LOOT_FEB_RET_REWARD_01,ret_feb_ironsmith_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C6D6,,,reward,0,,0,0,,,,0,,,ret_ironsmith_reward,3950,0,LootDrop3,
4235,8855,reticle,LOOT_FEB_RET_23,ret_feb_killshot_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100BE9D,,,loot,0,,0,0,,,,2,,,ret_killshot_01,460,0,LootDrop3,
4166,8786,reticle,LOOT_APR_RET_14,ret_apr_kingfish_01,,h1_ret_apr_kingfish_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100B6E3,,,loot,0,,0,0,,,,0,,,ret_kingfish_01,100,0,LootDrop4,
4167,8787,reticle,LOOT_FEB_RET_07,ret_feb_kingpin_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100B6E4,,,loot,0,,0,0,,,,0,,,ret_kingpin_01,100,0,LootDrop3,
4168,8788,reticle,LOOT_FEB_RET_08,ret_feb_mac_10_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100B6E5,,,loot,0,,0,0,,,,2,,,ret_mac10_01,460,0,LootDrop3,
4212,8832,reticle,LOOT_FEB_RET_16,ret_feb_marksman_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100BAC8,,,loot,0,,0,0,,,,1,,,ret_chalk_01,165,0,LootDrop3,
4169,8789,reticle,LOOT_FEB_RET_09,ret_feb_masterblaster_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100B6E6,,,loot,0,,0,0,,,,0,,,ret_pigpen_01,100,0,LootDrop3,
4236,8856,reticle,LOOT_FEB_RET_24,ret_feb_masterpiece_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100BE9E,,,loot,0,,0,0,,,,2,,,ret_mastercraft_01,460,0,LootDrop3,
4170,8790,reticle,LOOT_FEB_RET_10,ret_feb_mechanic_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100B6E7,,,loot,0,,0,0,,,,0,,,ret_mechanic_01,100,0,LootDrop3,
4213,8833,reticle,LOOT_FEB_RET_17,ret_feb_n00btuber_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100BAC9,,,loot,0,,0,0,,,,1,,,ret_noobtuber_01,165,0,LootDrop3,
4214,8834,reticle,LOOT_FEB_RET_18,ret_feb_pkm_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100BACA,,,loot,0,,0,0,,,,1,,,ret_pkm_01,165,0,LootDrop3,
4171,8791,reticle,LOOT_FEB_RET_11,ret_feb_reflex_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100B6E8,,,loot,0,,0,0,,,,0,,,ret_reflex_01,100,0,LootDrop3,
4249,8869,reticle,LOOT_FEB_RET_27,ret_feb_samurai_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C284,,,loot,0,,0,0,,,,0,,,ret_samurai_01,100,0,LootDrop3,
4215,8835,reticle,LOOT_FEB_RET_19,ret_feb_sting_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100BACB,,,loot,0,,0,0,,,,1,,,ret_venom_01,165,0,LootDrop3,
4216,8836,reticle,LOOT_FEB_RET_20,ret_feb_striker_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100BACC,,,loot,0,,0,0,,,,0,,,ret_graves_01,200,1,LootDrop3,
4250,8870,reticle,LOOT_FEB_RET_28,ret_feb_titanium_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100C285,,,loot,0,,0,0,,,,0,,,ret_titanium_01,100,0,LootDrop3,
4237,8857,reticle,LOOT_FEB_RET_25,ret_feb_ultraviolet_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100BE9F,,,loot,0,,0,0,,,,2,,,ret_ultraviolet_01,460,0,LootDrop3,
4172,8792,reticle,LOOT_FEB_RET_12,ret_feb_vss_vintorez_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100B6E9,,,loot,0,,0,0,,,,0,,,ret_dmr25s_01,100,0,LootDrop3,
4217,8837,reticle,LOOT_FEB_RET_21,ret_feb_wartorn_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100BACD,,,loot,0,,0,0,,,,1,,,ret_wartorn_01,165,0,LootDrop3,
3932,8552,weaponcamo,LOOT_FEB_WCAMO_01,wcamo_feb_amoeba_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100880A,,,loot,0,,0,0,,,,0,,,wc_amoeba_01,275,0,LootDrop3,
3933,8553,weaponcamo,LOOT_FEB_WCAMO_02,wcamo_feb_amoeba_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100880B,,,loot,0,,0,0,,,,0,,,wc_amoeba_02,275,0,LootDrop3,
4001,8621,weaponcamo,LOOT_FEB_WCAMO_21,wcamo_feb_amoeba_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1008BEC,,,loot,0,,0,0,,,,0,,,wc_amoeba_03,275,0,LootDrop3,
4002,8622,weaponcamo,LOOT_FEB_WCAMO_22,wcamo_feb_amoeba_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1008BED,,,loot,0,,0,0,,,,1,,,wc_amoeba_04,460,0,LootDrop3,
4003,8623,weaponcamo,LOOT_FEB_WCAMO_23,wcamo_feb_amoeba_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1008BEE,,,loot,0,,0,0,,,,1,,,wc_amoeba_05,460,0,LootDrop3,
